Processes: 388 total, 4 running, 384 sleeping, 1497 threads 
2019/01/17 15:08:14
Load Avg: 2.87, 2.74, 2.66 
CPU usage: 42.14% user, 19.28% sys, 38.57% idle 
SharedLibs: 250M resident, 64M data, 69M linkedit.
MemRegions: 91607 total, 4912M resident, 202M private, 1082M shared.
PhysMem: 10G used (1556M wired), 1596M unused.
VM: 2565G vsize, 1113M framework vsize, 122878(0) swapins, 207342(0) swapouts.
Networks: packets: 4415501/4137M in, 2541678/316M out.
Disks: 3008177/501G read, 5218720/493G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS       %CPU_ME %CPU_OTHRS UID        FAULTS   COW     MSGSENT    MSGRECV   SYSBSD     SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
1105   WiFiAgent        0.0   00:04.69 3     1   146    2328K  0B     764K   1105  1     sleeping  0[2286]     0.00000 0.00000    2023764136 11412    255     66429      10475     219390     245654     184371     3       5134     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1104   networkservicepr 0.0   00:00.99 2     1   56     3300K  0B     0B     1104  1     sleeping *0[1]        0.00000 0.00000    2023764136 4564     207     14462      14090     48098      69311      34718      2       247      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1103   secd             0.0   00:03.85 2     2   98     5276K  452K   1308K  1103  1     sleeping *0[1]        0.00000 0.00000    2023764136 18668    263     35837      25274     142746     64095      54242      4       1182     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1102   nsurlsessiond    0.0   00:27.52 4     2   98     8412K  0B     420K   1102  1     sleeping *516[189]    0.00000 0.00000    2023764136 82641    283     98703      48284     1491028    217492     423538     5       13467    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1101   passd            0.0   00:06.05 2     1   128-   3660K- 0B     1872K  1101  1     sleeping  0[279]      0.00000 0.00000    2023764136 50043    354     16071      11695     303202+    61543      193665+    13      13750    0.0   41146      147249     vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1100   usernoted        0.0   00:03.79 2     1   127    3480K  20K    12K    1100  1     sleeping *0[1]        0.00000 0.00000    2023764136 16285    271     55736      36407     188806     114874     92621      12      1138     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1099   routined         0.0   00:04.47 2     1   133    10M    68K    1428K  1099  1     sleeping  0[6]        0.00000 0.00000    2023764136 26648    455     24883      9600      172936     78483      49329      352     1828     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1098   identityservices 0.0   00:03.67 6     1   160    6412K  20K    0B     1098  1     sleeping *0[1]        0.00000 0.00000    2023764136 22722    441     33748      32173     175464     135720     85352      22      1126     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1097   rapportd         0.0   00:01.08 2     1   80     2856K  0B     12K    1097  1     sleeping *0[1]        0.00000 0.00000    2023764136 4201     195     20613      17426     46472      86151      35418      0       158      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1096   tccd             0.0   00:02.79 2     1   54     6248K  12K    48K    1096  1     sleeping  0[332]      0.00000 0.00000    2023764136 20581    295     12219      19914     134803     35720      41022      0       823      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1093   secinitd         0.0   00:10.98 2     2   57     12M    0B     2372K  1093  1     sleeping  0[138]      0.00000 0.00000    2023764136 26607    237     5793       17675     268314     25787      51628      15      918      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1092   languageassetd   0.0   00:01.37 2     1   45     7576K  0B     0B     1092  1     sleeping *0[1]        0.00000 0.00000    2023764136 4572     113     19339      14488     73210      77555      37827      84      60       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1091   trustd           0.0   01:18.86 6     3   170    9608K  3776K  68K    1091  1     sleeping  0[48077]    0.00000 0.00000    2023764136 86019    2121    288550     73093     2050285    870674     278811     27      4575     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1090   lsd              0.0   00:19.84 2     1   373    12M    0B     832K   1090  1     sleeping  0[5619]     0.00000 0.00000    2023764136 211959   18118   106650     57137     673597     162251     119216     2744    1745     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1087   distnoted        0.0   03:39.63 7     6   342    6216K  0B     176K   1087  1     sleeping *0[1]        0.00000 0.00000    2023764136 284012   103     571109     169612    29778225   559372     1103431    0       14611    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1085   UserEventAgent   0.0   00:21.11 3     1   964    4808K  0B     40K    1085  1     sleeping *0[1]        0.00000 0.00000    2023764136 113578   284     270044     179799    957481     580825     563386     0       8645     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1084   cfprefsd         0.0   00:30.70 2     2   445    1992K  28K    60K    1084  1     sleeping  0[64453]    0.00000 0.00000    2023764136 99657    102     414276     93043     1444303    463103     374747     0       4120     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1080   usbmuxd          0.0   00:01.14 3     1   37     1200K  0B     0B     1080  1     sleeping *0[1]        0.00000 0.00000    213        2826     163     16434      14196     72300      85503      39038      4       188      0.0   0          0          _usbmuxd           N/A    N/A   N/A   N/A   N/A   N/A  
994    SharePointManage 0.0   00:00.17 2     2   43     1328K  0B     8192B  994   1     sleeping  0[1]        0.00000 0.00000    0          3181     151     1253       5165      14978      5981       6034       5       66       0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
974    parentalcontrols 0.0   00:56.87 2     1   65     8172K  0B     0B     974   1     sleeping *0[1]        0.00000 0.00000    0          78491    204     274191     102387    2337171    757744     324105     17      1266     0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
860    WindowServer     4.0   66:53.36 5/1   2   2617   167M   2744K  17M    860   1     running  *0[1]        0.00000 0.00059    88         3799880+ 71678   77002249+  25501971+ 5871054+   71786365+  31372612+  163     2800047  4.0   62938319   125017056  _windowserver      N/A    N/A   N/A   N/A   N/A   N/A  
859    loginwindow      0.0   00:59.77 2     1   820    39M    536K   2392K  859   1     sleeping *0[4850]     0.00000 0.00000    2023764136 286028   652     571653     170083    761779     1248810    612333     74      12211    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
840    cupsd            0.0   00:04.57 3     1   46     840K   0B     2504K  840   1     sleeping  0[0]        0.00000 0.00000    0          4213     150     1857       5271      229521+    6903       245978+    281     35010    0.0   8752       62675      root               N/A    N/A   N/A   N/A   N/A   N/A  
836    corestoragehelpe 0.0   00:01.02 2     2   40     5908K  0B     512K   836   1     sleeping *0[1]        0.00000 0.00000    0          301521   248     1693       8743      24378      10543      13279      4       112      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
820    trustd           0.0   00:09.59 3     2   44     4820K  292K   252K   820   1     sleeping  0[3455]     0.00000 0.00000    89         11113    168     20208      20445     347445     109695     39004      0       1100     0.0   0          0          _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
799    suhelperd        0.0   00:01.28 2     1   57     2704K  0B     1364K  799   1     sleeping  0[289]      0.00000 0.00000    0          15163    214     3567       15790     84477      18940      29623      20      554      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
798    softwareupdated  0.0   04:45.03 3     1   386    37M    0B     3520K  798   1     sleeping *1217[20]    0.00000 0.00000    200        937231   6959    327793+    128314    2141183+   710814+    826880+    835     16893    0.0   104538     487359     _softwareupdate    N/A    N/A   N/A   N/A   N/A   N/A  
794    com.apple.CloudP 0.0   00:00.23 2     1   54     644K   0B     1008K  794   1     sleeping  0[30]       0.00000 0.00000    501        6782     189     2860       5284      14481      12536      5971       7       55       0.0   0          0          macadmin           N/A    N/A   N/A   N/A   N/A   N/A  
759    adid             0.0   00:01.14 2     1   33     2840K  0B     428K   759   1     sleeping  0[1414]     0.00000 0.00000    265        7478     151     13234      6944      67070      30590      8217       605     87       0.0   0          0          _fpsd              N/A    N/A   N/A   N/A   N/A   N/A  
685    SafeEjectGPUServ 0.0   00:00.19 2     2   46     1192K  0B     28K    685   1     sleeping  0[1]        0.00000 0.00000    501        4311     169     1874       6080      15468      7678       6967       7       89       0.0   0          0          macadmin           N/A    N/A   N/A   N/A   N/A   N/A  
682    ctkd             0.0   00:00.17 2     2   33     2272K  0B     68K    682   1     sleeping  0[1]        0.00000 0.00000    501        4301     159     930        5195      14791      5633       5851       0       73       0.0   0          0          macadmin           N/A    N/A   N/A   N/A   N/A   N/A  
659    writeconfig      0.0   00:00.64 2     2   51     1752K  0B     4096B  659   1     sleeping  0[205]      0.00000 0.00000    0          8096     179     3653       5955      38908      9534       9639       18      161      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
644    SubmitDiagInfo   0.0   00:00.40 2     1   43     1840K  0B     1000K  644   1     sleeping  0[0]        0.00000 0.00000    0          6613     194     3257       5228      25599      12863      6601       112     38       0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
642    spindump         0.0   00:14.05 3     2   128    49M    0B     980K   642   1     sleeping *0[1]        0.00000 0.00000    0          985534   230     212185     115852    133767     209769     57249      26385   392      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
621    IMDPersistenceAg 0.0   00:01.53 2     1   59     2588K  0B     28K    621   1     sleeping  0[2]        0.00000 0.00000    501        13043    197     5334       18213     96961      30663      39210      63      710      0.0   0          0          macadmin           N/A    N/A   N/A   N/A   N/A   N/A  
620    findmydeviced    0.0   00:00.35 2     1   60     868K   0B     1120K  620   1     sleeping  0[1]        0.00000 0.00000    0          8233     244     3863       5522      19718      14310      8876       131     230      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
615    CloudKeychainPro 0.0   00:00.29 2     1   37     1188K  0B     44K    615   1     sleeping  0[1]        0.00000 0.00000    501        4203     148     3704       6004      16145      13968      10088      5       198      0.0   0          0          macadmin           N/A    N/A   N/A   N/A   N/A   N/A  
608    nfcd             0.0   00:00.92 2     1   50     1692K  0B     8192B  608   1     sleeping *0[1]        0.00000 0.00000    260        2761     197     14322      14188     63311      69715      29488      155     71       0.0   0          0          _applepay          N/A    N/A   N/A   N/A   N/A   N/A  
581    CrashReporterSup 0.0   00:00.18 2     1   32     988K   0B     60K    581   1     sleeping  0[4]        0.00000 0.00000    0          2221     136     2654       5216      14162      12072      5504       3       44       0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
580    wirelessproxd    0.0   00:00.77 2     1   58     2800K  0B     228K   580   1     sleeping  0[290]      0.00000 0.00000    0          4609     181     13695      8390      29602      27590      14124      96      149      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
578    filecoordination 0.0   00:01.07 2     2   103    1568K  0B     20K    578   1     sleeping *0[1]        0.00000 0.00000    0          10325    149     19133      5965      35893      21993      10384      60      270      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
560    pkd              0.0   00:03.28 2     1   57     4532K  0B     108K   560   1     sleeping  0[13552]    0.00000 0.00000    501        11248    191     66291      37315     136493     139228     63295      99      93       0.0   0          0          macadmin           N/A    N/A   N/A   N/A   N/A   N/A  
