Processes: 388 total, 4 running, 384 sleeping, 1497 threads 
2019/01/17 15:08:14
Load Avg: 2.87, 2.74, 2.66 
CPU usage: 42.14% user, 19.28% sys, 38.57% idle 
SharedLibs: 250M resident, 64M data, 69M linkedit.
MemRegions: 91607 total, 4912M resident, 202M private, 1082M shared.
PhysMem: 10G used (1556M wired), 1596M unused.
VM: 2565G vsize, 1113M framework vsize, 122878(0) swapins, 207342(0) swapouts.
Networks: packets: 4415501/4137M in, 2541678/316M out.
Disks: 3008177/501G read, 5218720/493G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS       %CPU_ME %CPU_OTHRS UID        FAULTS   COW     MSGSENT    MSGRECV   SYSBSD     SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
1402   DataDetectorsSou 0.0   00:00.02 3     2   22     2292K  0B     24K    1402  1     sleeping  0[2]        0.00000 0.00000    257        1948     140     86         34        781        198        74         13      1        0.0   0          0          _datadetectors     N/A    N/A   N/A   N/A   N/A   N/A  
1401   SiriNCService    0.0   00:12.90 3     1   135    3280K  0B     16K    1401  1     sleeping *0[11449]    0.00000 0.00000    2023764136 15614    269     660296     196726    269190     817385     193816     3       4411     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1386   keyboardservices 0.0   00:05.40 3     2   79     4016K  64K    2156K  1386  1     sleeping  0[6]        0.00000 0.00000    2023764136 52368    231     13656      11745     318178     36188      194331     105     8717     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1385   AppleSpell       0.0   00:33.52 2     1   153    38M    444K   2464K  1385  1     sleeping *0[1]        0.00000 0.00000    2023764136 377078   539     66105      24689     1195871    183836     95136      9439    864      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1384   AudioComponentRe 0.0   00:00.52 2     1   59     4192K  32K    32K    1384  1     sleeping  0[101]      0.00000 0.00000    2023764136 7442     454     6127       6967      36849      22127      11552      27      125      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1358   LaterAgent       0.0   00:04.95 3     1   144    3336K  0B     0B     1358  1     sleeping *0[1]        0.00000 0.00000    2023764136 10617    260     66314      13771     233254     261815     194008     0       5068     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1357   storeassetd      0.0   00:06.20 4     2   130    5992K  0B     2856K  1357  1     sleeping  0[69]       0.00000 0.00000    2023764136 62382    266     10705      11802     333427     31595      191089     236     11762    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1356   storelegacy      0.0   00:00.24 2     1   49     884K   0B     2152K  1356  1     sleeping  0[28]       0.00000 0.00000    2023764136 5972     191     3180       5377      15220      13089      6091       13      51       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1354   softwareupdate_n 0.0   00:00.44 2     1   76     2700K  0B     4096B  1354  1     sleeping *0[1]        0.00000 0.00000    2023764136 4308     175     6541       9028      27182      28714      15548      0       72       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1352   mdwrite          0.0   00:01.83 2     2   67     2712K  0B     0B     1352  1     sleeping *0[1]        0.00000 0.00000    2023764136 13467    193     2618       20147     120582     22054      57627      3       1115     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1350   distnoted        0.0   00:10.06 4     3   37     2216K  0B     8192B  1350  1     sleeping *0[1]        0.00000 0.00000    89         61436    103     69491      59451     916412     119075     177126+    0       5364     0.0   20845      50290      _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
1341   mediaremoteagent 0.0   00:00.74 2     1   33     772K   0B     424K   1341  1     sleeping  0[1448]     0.00000 0.00000    2023764136 5558     156     5131       3049      25896      5729       11880      1       338      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1340   CallHistorySyncH 0.0   00:00.37 2     1   57     948K   0B     1944K  1340  1     sleeping  0[4]        0.00000 0.00000    2023764136 8506     207     4601       5770      22295      14776      10185      24      185      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1339   CallHistoryPlugi 0.0   00:00.21 2     1   50     1464K  0B     400K   1339  1     sleeping  0[2]        0.00000 0.00000    2023764136 4955     187     2713       5231      14578      12393      5978       1       42       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1338   com.apple.dock.e 0.0   00:06.49 3     1   157    6076K  0B     84K    1338  1     sleeping *0[1807]     0.00000 0.00000    2023764136 15098    457     79702      18756     246798     303773     197527     44      5850     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1337   useractivityd    0.0   00:07.00 2     1   98     3348K  0B     152K   1337  1     sleeping  0[7794]     0.00000 0.00000    2023764136 37075    218     47139      21460     232726     60547      118333     13      4221     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1336   SafeEjectGPUServ 0.0   00:00.19 2     2   48     1200K  0B     24K    1336  1     sleeping  0[1]        0.00000 0.00000    2023764136 4295     169     1862       6044      15270      7639       6673       0       84       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1335   callservicesd    0.0   00:01.48 2     1   213    2492K  0B     3660K  1335  1     sleeping  0[515]      0.00000 0.00000    2023764136 23645    473     61810      35853     62960      81510      32459      91      781      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1334   SafeEjectGPUAgen 0.0   00:00.01 2     2   35     1100K  0B     0B     1334  1     sleeping *0[1]        0.00000 0.00000    2023764136 2422     153     155        53        514        316        80         0       3        0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1332   dmd              0.0   00:00.24 2     1   35     508K   0B     2956K  1332  1     sleeping  0[0]        0.00000 0.00000    0          5498     396     3040       5586      14936      14131      7648       12      112      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
1330   videosubscriptio 0.0   00:00.23 2     2   37     6348K  0B     0B     1330  1     sleeping  0[2]        0.00000 0.00000    2023764136 4603     161     965        5190      14688      5676       6159       0       80       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1327   PrintUITool      0.0   00:21.54 2     1   1083   15M    0B     28K    1327  1     sleeping  0[326]      0.00000 0.00000    2023764136 9982     191     11431      8464      65591      24350      20853      1       77       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1326   parsecd          0.0   00:24.01 4     3   121    13M    28K    508K   1326  1     sleeping *124[1622]   0.00000 0.00000    2023764136 72438    306     93741      43615     903015     180151     380871     1613    14268    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1323   WiFiProxy        0.0   00:01.79 2     1   55     2096K  0B     32K    1323  1     sleeping  0[1514]     0.00000 0.00000    2023764136 12417    182     11934      19905     114832     38372      45400      0       805      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1322   ctkd             0.0   00:00.17 2     2   31     2256K  0B     48K    1322  1     sleeping  0[4]        0.00000 0.00000    2023764136 4280     159     945        5170      14560      5616       5901       0       75       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1321   Spotlight        0.0   00:35.58 8     1   618-   57M-   2008K  4612K  1321  1     sleeping *0[2987]     0.00000 0.00000    2023764136 143313   1349    164464     62195     728633+    417139     365063+    3535    8507     0.0   22487      77062      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1320   ctkahp           0.0   00:00.27 2     1   47     2456K  0B     60K    1320  1     sleeping  0[490]      0.00000 0.00000    2023764136 3467     163     5256       5673      16441      14702      6655       0       70       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1319   backgroundtaskma 0.0   00:02.27 2     2   64     2392K  0B     112K   1319  1     sleeping  0[219]      0.00000 0.00000    2023764136 16020    200     4242       17564     147659     24626      58723      0       958      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1317   soagent          0.0   00:00.71 2     1   110    5984K  0B     528K   1317  1     sleeping  0[265]      0.00000 0.00000    2023764136 11672    457     8362       9090      33967      27665      11711      0       184      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1316   Symantec         0.0   18:34.28 4     1   232    23M    0B     0B     1316  1     sleeping *0[1]        0.00000 0.00000    2023764136 1090184  752     409580     137628    147539551  710589     59780332   176     7600     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1315   nbagent          0.0   00:11.06 5     2   225    4564K  0B     1732K  1315  1     sleeping  0[2250]     0.00000 0.00000    2023764136 57009    294     67360+     24575     542293+    261689+    359879+    51      12617    0.0   66308      320606     vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1314   cloudpaird       0.0   00:00.32 2     1   60     760K   0B     2128K  1314  1     sleeping  0[3]        0.00000 0.00000    2023764136 7910     193     4497       5715      19965      14513      9276       0       187      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1313   knowledge-agent  0.0   00:05.74 2     1   56     4668K  1024K  3360K  1313  1     sleeping  0[316]      0.00000 0.00000    2023764136 21174    216     7042       6398      250275     52523      20645      60      182      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1312   AirPlayUIAgent   0.0   00:06.23 3     1   139    3160K  0B     4096B  1312  1     sleeping *0[1812]     0.00000 0.00000    2023764136 10912    248     80578      19775     253312     308019     203579     0       5792     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1311   JamfAgent        0.0   00:00.03 2     1   30     1488K  0B     0B     1311  1     sleeping *0[1]        0.00000 0.00000    2023764136 3070     262     106        32        1597       265        138        0       0        0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1309   icdd             0.0   00:03.79 2     1   67     4792K  0B     12K    1309  1     sleeping *0[1]        0.00000 0.00000    2023764136 10999    203     28025      20677     109773     104348     55137      1       332      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1308   Siri             0.0   00:14.99 3     1   141    3528K  0B     8192B  1308  1     sleeping *0[1]        0.00000 0.00000    2023764136 12222    269     488143     135988    362151     833178     343071     0       5011     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1307   imklaunchagent   0.0   00:06.02 2     1   81     3452K  0B     0B     1307  1     sleeping *0[1]        0.00000 0.00000    2023764136 19331    244     63567      15624     242896     257810     231900     0       5140     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1306   dmd              0.0   00:00.24 2     1   49     664K   0B     1092K  1306  1     sleeping  0[1]        0.00000 0.00000    2023764136 5073     201     3138       5620      15330      14360      7566       11      112      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1303   SocialPushAgent  0.0   00:00.65 2     1   51     852K   0B     540K   1303  1     sleeping  0[273]      0.00000 0.00000    2023764136 4761     166     11787      8906      21656      31600      12656      72      88       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1301   ckkeyrolld       0.0   00:04.99 3     3   77     2996K  0B     1816K  1301  1     sleeping  0[0]        0.00000 0.00000    2023764136 52822    221     1892       9528      308245     11794      181603     49      12937    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1298   fileproviderd    0.0   00:06.67 2     1   66     2396K  0B     672K   1298  1     sleeping  0[5960]     0.00000 0.00000    2023764136 39667    376     47687      19750     318207     92463      43024      70      1457     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1291   Finder           0.0   03:41.80 9     2   682    97M    460K   29M    1291  1     sleeping *0[5589]     0.00000 0.00000    2023764136 1586076  10109   2097325    548042    2966470    4892173    1590029    3668    19772    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1290   SystemUIServer   0.0   00:13.86 3     1   221    12M    16K    52K    1290  1     sleeping *0[6576]     0.00000 0.00000    2023764136 51998    471     196044     61393     283905     465757     227838     23      9757     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1289   Dock             0.0   00:37.46 3     1   445    25M    2632K  2820K  1289  1     sleeping *1[192]      0.00000 0.00000    2023764136 254175   4212    592862     136883    837952     1300060    614749     6540    14663    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1287   com.apple.sbd    0.0   00:00.18 2     1   32     1084K  0B     84K    1287  1     sleeping  0[1]        0.00000 0.00000    2023764136 3636     174     2671       5143      13346      12055      5486       44      36       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1286   siriknowledged   0.0   00:00.31 2     2   47     792K   0B     1504K  1286  1     sleeping  0[1]        0.00000 0.00000    2023764136 9222     238     2096       5550      21299      7238       8602       66      212      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1279   photolibraryd    0.0   00:01.63 2     2   56     1576K  0B     2872K  1279  1     sleeping  0[1]        0.00000 0.00000    2023764136 17606    453     3425       16990     99013      20523      37527      275     858      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1278   com.apple.MediaL 0.0   00:02.12 2     1   86     6292K  0B     9088K  1278  1     sleeping  0[77]       0.00000 0.00000    2023764136 23231    985     3837       16643     105413     25743      36408      1113    778      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1277   coreauthd        0.0   00:01.40 2     1   54     1952K  0B     568K   1277  1     sleeping  0[17]       0.00000 0.00000    2023764136 13136    197     2969       16313     91403      23805      34453      4       792      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1276   ViewBridgeAuxili 0.0   00:14.16 2     1   119    2604K  0B     2420K  1276  1     sleeping  0[64738]    0.00000 0.00000    2023764136 18433    221     623498     207285    430338     801136     347811     0       5641     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1271   iconservicesagen 0.0   00:06.05 3     3   87     28M    384K   13M    1271  1     sleeping  0[5180]     0.00000 0.00000    2023764136 150347   6734    46144      19305     179151     54248      56964      3168    610      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1270   com.apple.CloudP 0.0   00:00.67 2     1   56     1116K  0B     824K   1270  1     sleeping  0[930]      0.00000 0.00000    2023764136 9412     190     7987       6809      28852      23254      14452      12      276      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1268   commerce         0.0   00:39.57 3     2   95     13M    64K    412K   1268  1     sleeping  0[608]      0.00000 0.00000    2023764136 184821   509     88332      34760     1556789    151392     416811     1883    13483    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1267   storeaccountd    0.0   00:00.49 2     1   110    3404K  0B     20K    1267  1     sleeping  0[495]      0.00000 0.00000    2023764136 5048     186     7627       6420      19907      18665      7571       4       44       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1266   secinitd         0.0   00:01.21 2     2   40     3588K  0B     24K    1266  1     sleeping  0[1]        0.00000 0.00000    0          12404    205     1031       16210     89239      16608      32247      0       745      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
1265   com.apple.Ambien 0.0   00:02.52 4     1   67     1760K  0B     8192B  1265  1     sleeping *2[1]        0.00000 0.00000    0          6163     172     46317      22552     76179      127794     68997      0       783      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
1264   ProtectedCloudKe 0.0   00:01.70 2     1   59     2416K  16K    40K    1264  1     sleeping  0[4]        0.00000 0.00000    2023764136 14808    204     7923       7077      60200      23583      22213      0       600      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1263   IMDPersistenceAg 0.0   00:01.59 2     1   66     2704K  240K   148K   1263  1     sleeping  0[299]      0.00000 0.00000    2023764136 13889    199     6533       18370     96977      34543      36724      28      813      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1257   com.apple.quickl 0.0   00:00.22 2     1   47     824K   4096B  624K   1257  1     sleeping  0[3]        0.00000 0.00000    2023764136 4962     174     2781       5213      15759      12506      5887       73      39       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1256   sysdiagnose      0.0   00:00.63 2     2   33     1436K  0B     16K    1256  1     sleeping *0[1]        0.00000 0.00000    0          3194     178     622        13779     44854      14388      30784      59      129      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
1255   system_installd  0.0   01:36.40 2     1   70     29M    0B     31M    1255  1     sleeping  0[13]       0.00000 0.00000    0          214667   46695   63206      15854     2671874    107121     628396     52      805      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
1254   storedownloadd   0.0   00:00.25 2     1   60     852K   0B     2504K  1254  1     sleeping  0[70]       0.00000 0.00000    2023764136 6325     216     2836       5203      17803      12365      6081       68      45       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1253   cloudphotosd     0.0   00:08.98 4     2   167    3356K  0B     4900K  1253  1     sleeping  0[15365]    0.00000 0.00000    2023764136 27469    785     121471     40796     353192     363866     244550     28      7443     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1252   installd         0.0   00:34.39 2     1   75     32M    0B     1408K  1252  1     sleeping  0[31]       0.00000 0.00000    0          25819    437     47525      17309     861226     29823      221998     170     884      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
1251   imagent          0.0   00:03.08 2     1   132    3884K  0B     4096B  1251  1     sleeping *0[1]        0.00000 0.00000    2023764136 18140    289     21363      28466     168897     99448      91310      36      1247     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1250   AssetCache       0.0   00:00.27 2     1   52     2520K  0B     1144K  1250  1     sleeping  0[10]       0.00000 0.00000    235        5412     242     2784       5210      14568      12329      6093       206     50       0.0   0          0          _assetcache        N/A    N/A   N/A   N/A   N/A   N/A  
1249   diagnostics_agen 0.0   00:04.74 2     1   74     2052K  0B     2440K  1249  1     sleeping  0[0]        0.00000 0.00000    2023764136 94756    221     51994      31808     160055     99737      73602      164     1428     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1247   pkd              0.0   02:02.66 2     1   97     8660K  0B     52K    1247  1     sleeping  0[20364]    0.00000 0.00000    2023764136 280785   583     190636     79952     3260348    341940     124860     457     337      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1245   deleted          0.0   00:00.97 2     2   65     3428K  0B     76K    1245  1     sleeping  0[75]       0.00000 0.00000    2023764136 12641    191     7191       7668      49125      16879      13495      14      141      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1244   diskmanagementd  0.0   00:04.19 32    1   338    2840K  0B     396K   1244  1     sleeping *0[1]        0.00000 0.00000    0          10884    353     67697      35044     435247     140545     58071      90      213      0.0   0          0          root               N/A    N/A   N/A   N/A   N/A   N/A  
1236   fmfd             0.0   00:00.78 2     1   78     1300K  0B     2488K  1236  1     sleeping  0[265]      0.00000 0.00000    2023764136 12343    230     7583       18680     55137      35623      22959      1       594      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1235   fontd            0.0   00:22.00 2     1   177    16M    148K   788K   1235  1     sleeping  0[91995]    0.00000 0.00000    2023764136 45233    1237    399570     108390    690137     432638     140905     639     895      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1234   talagent         0.0   00:06.65 2     1   129    3332K  0B     8192B  1234  1     sleeping *0[1]        0.00000 0.00000    2023764136 14226    259     73178      28286     297740     308026     276823     0       5091     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1233   pboard           0.0   00:02.24 2     1   141    3884K  0B     12K    1233  1     sleeping *0[1]        0.00000 0.00000    2023764136 6056     212     66919      18585     125854     106475     46564      11      540      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1231   swcd             0.0   00:01.55 2     1   61     3336K  0B     168K   1231  1     sleeping  0[268]      0.00000 0.00000    2023764136 58329    1712    8968       18701     73622      33028      22423      4       550      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1230   bird             0.0   00:00.84 2     1   99     3264K  0B     20K    1230  1     sleeping  0[755]      0.00000 0.00000    2023764136 8210     193     8992       7653      42706      21739      15795      11      444      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1229   pbs              0.0   00:00.63 2     2   50     2480K  0B     52K    1229  1     sleeping  0[81]       0.00000 0.00000    2023764136 13586    241     2917       6114      27453      8434       8557       14      174      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1147   CoreLocationAgen 0.0   00:07.69 3     1   150    3784K  0B     0B     1147  1     sleeping *0[1]        0.00000 0.00000    2023764136 20671    255     73551      28619     350258     311571     293867     0       6663     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1145   sharedfilelistd  0.0   00:03.03 2     2   102    2840K  0B     1788K  1145  1     sleeping  0[3326]     0.00000 0.00000    2023764136 15637    227     20438      20855     130507     34429      45953      1       959      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1140   sharingd         0.0   00:19.18 3     1   205    8144K  0B     500K   1140  1     sleeping *2[2128]     0.00000 0.00000    2023764136 24128    539     262329     113720    571064     594057     353894     16      7238     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1139   IMRemoteURLConne 0.0   00:01.67 3     1   76     2932K  0B     8192B  1139  1     sleeping  0[263]      0.00000 0.00000    2023764136 13879    217     6207       22301     112684     37355      47492      2       1186     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1131   CalNCService     0.0   00:03.24 2     1   109    6644K  0B     840K   1131  1     sleeping  0[120]      0.00000 0.00000    2023764136 15763    344     25819      10841     81283      81513      41492      4       1036     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1130   assistantd       0.0   00:01.60 2     1   161    5060K  0B     2096K  1130  1     sleeping  0[1716]     0.00000 0.00000    2023764136 18597    385     15473      21689     83157      51899      34421      124     836      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1129   ContactsAgent    0.0   00:05.74 3     2   52     564K   0B     788K   1129  1     sleeping  0[1]        0.00000 0.00000    2023764136 53650    173     26639      5126      297010     108225     206026     0       11283    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1128   com.apple.Dictio 0.0   00:00.41 2     2   35     3280K  0B     0B     1128  1     sleeping  0[2]        0.00000 0.00000    2023764136 3782     139     5227       5853      31332      13691      11857      2       76       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1127   akd              0.0   00:07.13 4     2   95     1976K  0B     1960K  1127  1     sleeping  0[1207]     0.00000 0.00000    2023764136 56146    254     22272      26644     413416     55148      225420     117     12913    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1126   ContactsAccounts 0.0   00:00.70 2     1   90     1556K  0B     36K    1126  1     sleeping  0[45]       0.00000 0.00000    2023764136 6733     166     8572       7731      37735      25402      14577      0       149      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1124   cdpd             0.0   00:00.05 2     1   40     1264K  0B     28K    1124  1     sleeping  0[4]        0.00000 0.00000    2023764136 3648     167     694        583       2518       1426       1479       0       30       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1123   com.apple.geod   0.0   00:07.68 5     2   73+    8820K  0B     3816K  1123  1     sleeping  0[30]       0.00000 0.00000    2023764136 59050    560     6846       15461     402198+    31376      208041+    733     13282    0.0   43334      188827     vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1120   nsurlstoraged    0.0   02:20.64 3     2   656    13M    1848K  4420K  1120  1     sleeping *0[741287+]  0.00000 0.03354    2023764136 219722   159     3911865+   839489+   8201537+   5586433+   2653696+   7       2889     0.0   789387     1925156    vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1119   accountsd        0.0   00:03.42 2     1   161    4484K  128K   2616K  1119  1     sleeping  0[982]      0.00000 0.00000    2023764136 16703    611     24212      10935     75340      44702      29866      150     350      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1118   SSMenuAgent      0.0   00:05.73 3     1   143    3236K  0B     0B     1118  1     sleeping *0[1]        0.00000 0.00000    2023764136 10234    246     73678      17599     248981     300603     256973     0       4995     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1117   SafariBookmarksS 0.0   00:40.91 3     2   68     4024K  0B     16K    1117  1     sleeping *0[1]        0.00000 0.00000    2023764136 17601    239     248062+    12271     2144307+   972304+    1619469+   2       39197    0.0   97756      388368     vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1116   followupd        0.0   00:00.15 2     1   40     672K   4096B  564K   1116  1     sleeping  0[0]        0.00000 0.00000    2023764136 4096     170     1581       769       5643       3281       3102       55      90       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1115   photoanalysisd   0.0   00:00.25 2     1   48     608K   0B     848K   1115  1     sleeping  0[0]        0.00000 0.00000    2023764136 8456     186     3093       5320      16753      13466      6772       55      62       0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1113   cloudd           0.0   00:26.66 3     2   362    33M    128K   1928K  1113  1     sleeping *7[1]        0.00000 0.00000    2023764136 144763   302     91615      35888     1488080    217485     461350     24      11261    0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1110   CloudKeychainPro 0.0   00:00.23 2     1   41     1200K  12K    28K    1110  1     sleeping  0[1]        0.00000 0.00000    2023764136 4725     148     3612       2911      11677      6038       9621       0       225      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1109   askpermissiond   0.0   00:00.27 2     1   40     660K   0B     816K   1109  1     sleeping  0[0]        0.00000 0.00000    2023764136 6105     186     3728       5451      18314      13348      8466       22      169      0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1108   ARDAgent         0.0   00:05.48 7     1   98     5708K  0B     1056K  1108  1     sleeping *0[1]        0.00000 0.00000    2023764136 19469    250     71663      14367     266813     266101     204074     6       5179     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1107   NotificationCent 0.0   00:26.97 3     1   281    24M    16K    504K   1107  1     sleeping *0[3593]     0.00000 0.00000    2023764136 74089    1165    142411     49783     327787     536367     256024     120     7714     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1106   CalendarAgent    0.0   00:08.60 3     1   182    15M    532K   368K   1106  1     sleeping *1[1]        0.00000 0.00000    2023764136 28198    579     34168      33861     298176     137562     160103     178     1342     0.0   0          0          vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
